id,bid,text,头条文章url,原始图片url,视频url,位置,日期,工具,likes,评论数,转发数,tag,@用户,完整日期
5047436382570211,OjU2iaMD1,别着急 时间 谈谈心 2024 转眼 已快 过半 时间 浪费 着急 焦虑 生活 短跑 马拉松 沉下心 慢慢来 时间 浪费 美好 事物 向下 扎根 生长 时间 同行 每一分 每一秒 经得起 时间 考验 戳 视频 听 刘德华 讲 人民日报 微博 视频,,,"https://f.video.weibocdn.com/o0/31J4tlQKlx08fNXoeTOw01041200QinR0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BThihd3VLAY5R&Expires=1719059554&ssig=nVpsNyvCYs&KID=unistore,video",,2024-06-20T20:21:13,微博视频号,60020,6382,28039,"和时间谈谈心,刘德华的年中讲",,2024-06-20 20:21:13
5047428162781552,OjTP2bFBK,新疆 阿图什市 4.8 地震 地震 台网 正式 月 日 时 36 分在 新疆 克孜勒苏 州 阿图什市 北纬 40.21 东经 77.68 4.8 地震 震源 深度 千米 地震台 网速 报,,https://wx1.sinaimg.cn/large/0033ImPzly1hqw27m5pe1j60m80go75z02.jpg,,,2024-06-20T19:48:33,微博网页版,685,458,114,新疆阿图什市4.8级地震,中国地震台网速报,2024-06-20 19:48:33
5047422156278668,OjTFlqlmQ,中国女排 不敌 日本队 无缘 世 联赛 半决赛 月 日 2024 世界 女排 联赛 总决赛 决赛 泰国 曼谷 中国女排 ∶ 不敌 日本队 无缘 半决赛 中国女排 VS 日本女排 人民日报 记者 李洋,,"https://wx1.sinaimg.cn/large/0033ImPzly1hqw20123fyj60tu0gp0xz02.jpg,https://wx4.sinaimg.cn/large/0033ImPzly1hqw201207xj60tv0gptdp02.jpg,https://wx1.sinaimg.cn/large/0033ImPzly1hqw2013q0yj60tw0grae002.jpg,https://wx3.sinaimg.cn/large/0033ImPzly1hqw2014cqyj60ty0gsdll02.jpg,https://wx4.sinaimg.cn/large/0033ImPzly1hqw20148wxj60tx0gu43o02.jpg,https://wx2.sinaimg.cn/large/0033ImPzly1hqw2014iy4j60tz0gtaf902.jpg,https://wx1.sinaimg.cn/large/0033ImPzly1hqw2013vuuj60tt0gq78g02.jpg,https://wx1.sinaimg.cn/large/0033ImPzly1hqw200wzsaj60tv0gp41i02.jpg,https://wx2.sinaimg.cn/large/0033ImPzly1hqw20101lwj60tw0gvjv502.jpg",,,2024-06-20T19:24:41,微博网页版,921,398,113,"中国女排0比3不敌日本队,中国女排VS日本女排",,2024-06-20 19:24:41
5047408769633449,OjTjKEq6d,辛苦 桂林 抗洪 现场 市民 说 子弟兵 安心 月 日至 日 广西 桂林 漓江 水位 上涨 市区 多处 内涝 房屋 被淹 道路 受阻 人员 被困 武警 广西 总队 桂林 支队 官兵 紧急 出动 群众 生命财产 武警官兵 奋战 桂林 抢险救灾 一线 央广 军事 微博 视频,,,"https://f.video.weibocdn.com/o0/CjyM6TyTlx08fNHyhXwQ01041200i9y40E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1719059556&ssig=xajleIbcyk&KID=unistore,video",,2024-06-20T18:31:30,微博视频号,5094,853,500,"桂林抗洪现场市民说看到子弟兵很安心,武警官兵奋战桂林抢险救灾一线",,2024-06-20 18:31:30
5047401632763397,OjT8fbASV,清新 延时 摄影 垂 茉莉花 开 治愈 近日 甘肃 陇南 摄影师 延时 摄影 记录 垂 茉莉 绽放 唯美 瞬间 玲珑剔透 花苞 怦然 绽放 花瓣 洁白如玉 优雅 灵动 荔枝 风景线 微博 视频,,,"https://f.video.weibocdn.com/o0/XxLV7txJlx08fLJkENXO01041200inmH0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1719059556&ssig=VcdnE5v1pt&KID=unistore,video",,2024-06-20T18:03:08,微博视频号,1792,709,649,延时摄影看垂茉莉花开好治愈,,2024-06-20 18:03:08
5047389343186952,OjSOqdn4s,习近平 宁夏 日 下午 习近平 总书记 宁夏回族自治区 来到 银川市 金凤区 长城 花园 社区 社区 发挥 党组织 便民 惠民 各族群众 交往 交融 情况 习近平 宁夏 网页 链接,,"https://wx4.sinaimg.cn/large/0033ImPzly1hqvxr1zgeaj62yo22iu0y02.jpg,https://wx4.sinaimg.cn/large/0033ImPzly1hqvxr1yh46j62yo24lu0y02.jpg,https://wx3.sinaimg.cn/large/0033ImPzly1hqvxr2l5j4j62yo1z4b2b02.jpg,https://wx2.sinaimg.cn/large/0033ImPzly1hqvxr2u6iij62yo24ee8302.jpg,https://wx1.sinaimg.cn/large/0033ImPzly1hqvxr2len9j62l51q3e8202.jpg,https://wx1.sinaimg.cn/large/0033ImPzly1hqvxr2v97hj62yo1xib2b02.jpg,https://wx1.sinaimg.cn/large/0033ImPzly1hqvxr2e1h7j62yo25b1kz02.jpg,https://wx4.sinaimg.cn/large/0033ImPzly1hqvxr2e1saj62yo23g1kz02.jpg,https://wx2.sinaimg.cn/large/0033ImPzly1hqvxr2lobnj62yo23fnpf02.jpg,https://wx4.sinaimg.cn/large/0033ImPzly1hqvxr1p0ckj62yo1z4kjm02.jpg",,,2024-06-20T17:14:17,微博网页版,1332,249,243,习近平宁夏考察调研,,2024-06-20 17:14:17
5047386055901424,OjSJ7oLeg,中马 延长 免签 月 日 马来西亚 发表 中华人民共和国政府 马来西亚 政府 战略伙伴 马 命运 共同体 联合声明 声明 提到 中方 同意 延长 马来西亚 公民 免签 2025 年底 互惠 安排 马方 延长 公民 免 签证 2026 年底 网页 链接,,https://wx3.sinaimg.cn/large/0033ImPzly1hqvxdldepzj60j60j6gnj02.jpg,,,2024-06-20T17:01:13,微博网页版,678,184,98,中马互相延长免签,,2024-06-20 17:01:13
5047381219609216,OjSBjEjNm,高校 学位 服上 近日 多所 高校 学位 服上 北师大 学位 服 搭配 纪念 礼盒 发放 山大 专属 海阔天高 云肩 惊艳 亮相 中国人民大学 每位 毕业生 学位 绶带 新版 毕业 徽章 一并 高校 学位 服上 太美,,,,,2024-06-20T16:42:01,微博 weibo.com,564,235,148,"这些高校学位服上新,北师大学位服搭配纪念礼盒发放,山大专属海阔天高云肩惊艳亮相",,2024-06-20 16:42:01
5047370042315184,OjSji9IhG,广西 桂江 桂林 江段 超历史 实测 记录 洪水 水利部 消息 受 降雨 上游 来水 广西 桂江 上游 干流 控制站 桂林 水文站 月 日 时 55 分 洪峰 水位 148.88 米 超过 水位 147.00 米 1.88 米 流量 6380 立方米 每秒 水位 流量 均列 1958 实测 资料 水位 148.40 米 流量 5890 立方米 每秒 1998 月 水利部 广西 洪水 防御 响应 工作组 广西 防汛 一线 指导 地方 做好 洪水 防御 人民日报 记者 王浩,,https://wx4.sinaimg.cn/large/0033ImPzly1hqvvj7xyhbj60ob0obgr902.jpg,,,2024-06-20T15:57:36,微博网页版,2750,658,380,桂江桂林江段发生超历史实测记录洪水,,2024-06-20 15:57:36
5047356082884476,OjRWMc6nO,余 大熊猫 回国 记者 林草局 野生动物 成果 新闻 发布会 获悉 今年以来 福宝 大熊猫 接返 大熊猫 协议 有序 接返 协议 到期 幼仔到 龄 余 大熊猫 人民日报 记者 董丝雨 视频 微博 视频,,,"https://f.video.weibocdn.com/o0/4Hrh0rxklx08fNymZsq4010412005NFI0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1719059556&ssig=k6zSyT4mro&KID=unistore,video",,2024-06-20T15:02:08,微博视频号,3325,657,302,今年还将有10余只大熊猫回国,,2024-06-20 15:02:08
5047352194761983,OjRQvjYOb,辛苦 边防 官兵 这条 巡逻 路 跨越 四季 温差 很大 白天 雪 化成 晚上 结成 冰 导致 路面 一层 厚厚的 冰层 特别 难 走 新疆军区 边防团 木孜 边防连 位于 海拔 3500 米 木扎尔 特 冰川 深处 官兵 巡逻 穿 森林 蹚 冰河 爬 陡坡 踏 冰川 巡逻 四季 致敬 边防军 央视 军事 微博 视频,,,"https://f.video.weibocdn.com/o0/vJVMZY5Blx08fMmos3dm01041200yJYp0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BThihd3VLAY5R&Expires=1719059567&ssig=5x6BwTdQT2&KID=unistore,video",,2024-06-20T14:46:41,微博视频号,1748,345,269,边防官兵的这条巡逻路跨越四季,,2024-06-20 14:46:41
5047337969780388,OjRtyF2kc,花花 开出 饱和度 夏天 近日 北京 植物园 南园 水生 藤本植物 区 各色 睡莲 王莲 植物 竞相 绽放 错落有致 色彩 多样 景观,,"https://wx4.sinaimg.cn/large/0033ImPzly1hqvrv0ee03j61kw11xkjl02.jpg,https://wx2.sinaimg.cn/large/0033ImPzly1hqvrv01ksoj61kw11x1kx02.jpg,https://wx1.sinaimg.cn/large/0033ImPzly1hqvruzjz2vj61kw11xe1502.jpg,https://wx1.sinaimg.cn/large/0033ImPzly1hqvruzqyvbj61kw11xngp02.jpg,https://wx3.sinaimg.cn/large/0033ImPzly1hqvruzjpe7j61kw11xwxu02.jpg,https://wx2.sinaimg.cn/large/0033ImPzly1hqvruzqpi1j61kw11xnki02.jpg,https://wx1.sinaimg.cn/large/0033ImPzly1hqvruzlptwj61kw11x1et02.jpg,https://wx2.sinaimg.cn/large/0033ImPzly1hqvruzpx0cj61kw11xqnm02.jpg,https://wx3.sinaimg.cn/large/0033ImPzly1hqvrv06gsrj61kw11x7wh02.jpg",,,2024-06-20T13:50:10,微博网页版,3183,1029,795,花花开出了高饱和度的夏天,,2024-06-20 13:50:10
5047323600362291,OjR6o1wfp,习近平 青海 习近平 青海 时 青藏高原 生态 高质量 奋力 谱写 中国式 青海 篇章 中共中央 总书记 主席 中央军委 主席 习近平 近日 青海 时 青海 认真贯彻 党中央 决策 部署 完整 准确 贯彻 理念 把握 青海 大局 定位 充分发挥 深化改革 扩大开放 生态 优先 绿色 民族团结 共同富裕 青藏高原 生态 高质量 更大 进展 奋力 谱写 中国式 青海 篇章 月 日至 日 习近平 青海 省委书记 陈刚 省长 吴晓军 陪同 西宁市 学校 宗教 场所 日 下午 习近平 来到 果洛 西宁 民族 中学 这是 一所 隶属于 果洛藏族自治州 寄宿制 中学 上海市 投资 援建 习近平 听取 上海 东部 地区 援助 青海 学校 情况 介绍 详细 询问 学生 课程 设置 体育锻炼 普通话 情况 走进 食堂 宿舍楼 察看 学生 就餐 住宿 嘱咐 食堂 工作人员 确保 学生 饮食 营养 可口 来到 高一 班 教室 观摩 家乡 思政课 学校 思政课 融入 日常 教学 听 孩子 讲述 家乡 可喜 孩子 画作 习近平 十分高兴 说 包括 在内 东西部 协作 对口 支援 彰显 中国共产党 领导 充分体现 中华民族 大家庭 温暖 铸牢 中华民族 共同体 意识 学校 思政课 重点 讲好 中国共产党 故事 讲 中国式 强国 民族 复兴 伟业 故事 讲好 中华民族 共同体 民族团结 故事 中华民族 共同体 意识 植入 孩子 心灵 教学楼 前 广场 师生 纷纷 围拢过来 高声 总书记 问好 习近平 亲切 说 西宁 第一站 看望 老师 同学 上海 援建 中学 果洛 牧区 民族 孩子 深远 希望 孩子 珍惜 良好条件 心怀 感恩 好好学习 德智体美 劳 立志 接班人 建设者 努力 赢得 人生 出彩 机会 祝 孩子 学有所成 健康成长 习近平 来到 位于 西宁市 城中区 宏觉 寺 寺 前 院落 宏觉 寺 民主 委员会 负责人 总书记 敬献 哈达 僧人 提 香炉 持宝 伞 迎接 总书记 习近平 参观 青海省 民族团结 基地 展陈 寺庙 历史沿革 老一辈 革命家 关心 民族 宗教 情况 走进 大殿 听取 寺庙 日常 民族团结 情况 介绍 习近平 指出 宏觉 寺 这座 千年 古刹 增进 中央政府 藏传佛教 发挥 桥梁 纽带 这份 珍贵 文化遗产 铸牢 中华民族 共同体 意识 民族团结 作出 老一辈 革命家 党 统战工作 民族 宗教 做 更好 习近平 中国式 强国 民族 复兴 伟业 各族人民 包括 信教 群众 团结奋斗 希望 青海 藏传佛教 界 弘扬 爱国 爱教 优良传统 宗教 和顺 和谐 民族 和睦 中国式 发挥 日 上午 习近平 听取 青海 省委 省政府 工作汇报 青海 各项 成绩 给予 肯定 习近平 指出 青海 承担 维护 生态 使命 产业 有所为 有所不为 着力 体现 产业 集聚 资源 要素 加快 世界级 盐湖 产业基地 打造 清洁 能源 产业 高地 生态旅游 目的地 绿色 有机 农畜产品 输出地 科技 成果 转化 两手抓 广泛应用 因地制宜 改造 传统产业 新兴产业 新质 生产力 进一步 深化改革 扩大开放 营商 对接 长江 经济带 绿色 丝绸之路 统筹 省内 区域 协调 发挥 西宁 海东 海西 因地制宜 县域 特色产业 习近平 青藏高原 生态系统 多样 脆弱 生态 环境保护 生态 最大化 区域 始终 生态 优先 绿色 青藏高原 生态 保护法 全面落实 主体 功能区 青藏高原 生态 高地 山水 林田湖 草沙 治理 加快 生态系统 修复 工程 生态 环境保护 重中之重 三江 源 中华 水塔 守护 生物 多样性 水源 涵养 公园 主体 自然 保护地 打造 世界 影响力 自然 保护地 典范 有序 重点 节能 降碳 生态 友好 产业 加快 能源 习近平 指出 切实 改善 民生 尽力而为 量力而行 办顺 民意 惠民 生 暖 民心 实事 扎实 解决 群众 急难 愁 盼 统筹 谋划 公共服务 设施 布局 着力 增强 公共服务 均衡性 农牧民 增收 重点 加快 高原 种业 绿色 有机 农牧业 打响 高原 土特产 品牌 高原 美丽 移风易俗 落实 返贫 监测 帮扶 确保 规模性 返贫 做好 积石山 地震 灾后 恢复 防灾 减灾 救灾 习近平 青海 少数民族 省份 做好 民族 宗教 贯彻 党 民族 大政方针 铸牢 中华民族 共同体 意识 线 广泛开展 民族团结 创建 民族 全方位 嵌入 交往 交融 贯彻 党 宗教 方针政策 宗教 中国化 方向 依法 宗教事务 特别 宗教 活动场所 习近平 指出 党纪 真 抓 实学 善始善终 以学纪 知纪 明纪 遵纪 守纪 执纪 弘扬 时代精神 青藏高原 精神 党员 进一步 解放思想 转变观念 锐意进取 担当 党性 党风 党纪 抓 正风肃纪 反腐 相 贯通 作风 常态 长效 整治 形式主义 减负 一体 腐 腐 不想 腐 以风 清气 政治 生态 引领 正气 充盈 生态 李干杰 何立峰 中央 国家机关 负责同志 陪同 新华社,,https://wx2.sinaimg.cn/large/0033ImPzly1hqvq745cr3j60ob0obgr902.jpg,,,2024-06-20T12:53:04,微博网页版,823,260,172,"习近平青海考察调研,谱写中国式现代化青海篇章",,2024-06-20 12:53:04
5047321473581914,OjR2Xf1OO,关注 桂林 洪水 现场 情况 受 强降雨 漓江 上游 水库 相继 泄洪 桂林 河流 水位 暴涨 日 漓江 桂林 水文站 148.88 米 洪峰 水位 超出 警戒水位 2.88 米 上涨 漓江 倒灌 沿江 路面 多处 积水 路段 人民日报 直播 关注 桂林 洪水 人民日报 微博 直播,,,,,2024-06-20T12:44:37,微博直播平台,1728,410,318,"桂林洪水现场情况,直播关注桂林洪水",人民日报,2024-06-20 12:44:37
5047313237805651,OjQPFwKBB,不甜 水果 热量 刺客 夏日 水果 盛宴 热量 刺客 口感 迷惑 不甜 ≠ 低糖 水果 不甜 热量 戳 健康,,"https://wx1.sinaimg.cn/large/0033ImPzly1hqvp0r7pw9j60j60pk0yr02.jpg,https://wx3.sinaimg.cn/large/0033ImPzly1hqvp0r74ltj60j60pkwjj02.jpg,https://wx1.sinaimg.cn/large/0033ImPzly1hqvp0r7obkj60j60pkdm702.jpg,https://wx3.sinaimg.cn/large/0033ImPzly1hqvp0r7bhfj60j60pk43g02.jpg,https://wx2.sinaimg.cn/large/0033ImPzly1hqvp0r7tqhj60j60pkafe02.jpg,https://wx4.sinaimg.cn/large/0033ImPzly1hqvp0r76o8j60j60pkgqk02.jpg",,,2024-06-20T12:11:53,微博网页版,941,486,532,"不甜的水果也可能是热量刺客,哪些水果不甜但热量高",健康中国,2024-06-20 12:11:53
5047299217031858,OjQt3tvj4,转扩 遇 洪水 必知 健康 知识点 食用 洪水 浸泡 食物 洪水 过后 饮用 生水 赤足 接触 内涝 身体 不适 就医 注意安全 平平安安,,"https://wx3.sinaimg.cn/large/0033ImPzly1hqvne50rl2j60j60sltdl02.jpg,https://wx1.sinaimg.cn/large/0033ImPzly1hqvne4v2dij60j60sl42k02.jpg,https://wx4.sinaimg.cn/large/0033ImPzly1hqvne4vjw5j60j60sljve02.jpg,https://wx4.sinaimg.cn/large/0033ImPzly1hqvne4w2p5j60j60sljw802.jpg,https://wx4.sinaimg.cn/large/0033ImPzly1hqvne4u48aj60j60sl0w702.jpg,https://wx4.sinaimg.cn/large/0033ImPzly1hqvne4wlibj60j60sl0xv02.jpg,https://wx2.sinaimg.cn/large/0033ImPzly1hqvne4x2h6j60j60sl0yc02.jpg,https://wx1.sinaimg.cn/large/0033ImPzly1hqvne4wayoj60j60sltdf02.jpg,https://wx2.sinaimg.cn/large/0033ImPzly1hqvne4wrwyj60j60sljwj02.jpg",,,2024-06-20T11:16:10,微博网页版,1081,500,556,"遇洪水必知9个健康知识点,尽量不赤足接触内涝水",,2024-06-20 11:16:10
5047292700658168,OjQiy2LdC,平安 消防员 洪水 小心翼翼 转移 婴儿 近日 广西 桂林 连续性 强降水 浑浊 积水 消防员 小心翼翼 接过 软嫩 婴儿 转移 网友 这是 洪水 安全感 爆棚 怀抱 辛苦 平安 桂林 消防 人民日报 微博 视频,,,"https://f.video.weibocdn.com/o0/LPZPjzKHlx08fNkb3iMM01041200hsHO0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1719059570&ssig=H%2FzE5SNs58&KID=unistore,video",,2024-06-20T10:50:17,微博视频号,4121,706,391,"消防员洪水中小心翼翼转移婴儿,这是洪水中安全感爆棚的怀抱",,2024-06-20 10:50:17
5047286816313264,OjQ93qumQ,狠狠心 动 夏日 新疆 一帧 美成 壁纸 完 这段 视频 狠狠 新疆 心动 晚霞 薰衣草 广袤 草原 赛里木湖 震撼人心 蓝 这是 难以 言语 表述 新疆 之美 视界 视界 创作者 浪 摄流 杨柯 人民日报 微博 视频,,,"https://f.video.weibocdn.com/o0/7zJMoubtlx08fNiDGqFO01041202KHqu0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1719059555&ssig=bVxk%2FuIuhi&KID=unistore,video",,2024-06-20T10:26:54,微博视频号,2438,823,882,"夏日新疆每一帧都美成了壁纸,看完这段视频狠狠为新疆心动了,视界这么美",,2024-06-20 10:26:54
5047269600003539,OjPHi00V5,转需 报 志愿 退档 报 志愿 退 无论是 平行 志愿 投档 录取 顺序 志愿 投档 录取 考生 退档 一是 考生 高考 成绩 所报 专业 录取分数 服从 专业 调剂 二是 考生 符合 高校 招生 章程 填报 志愿 时 阅读 拟报 高校 招生 章程 符合 高校 招生 章程 退档 高校 退档 考生 参加 批次 征集 志愿 投档 录取 招生 考试 机构 高校 未录 计划 公布 补征 志愿 后续 批次 投档 录取 录取 考生 参加 后续 志愿 投档 录取 务必 时间 填报 志愿 填报 志愿 时间 关闭 关闭 考生 填报 建议 考生 填报 尽量避免 截止 时间 临近 前 填报 妥善 身份证号 考生 号 个人信息 志愿 填报 密码 登录 泄露 志愿 篡改 专业 报考 指南 人民日报 微博 视频,,,"https://f.video.weibocdn.com/o0/6cIZkiRjlx08fNdSkQH60104120075uB0E010.mp4?label=mp4_ld&template=480x270.25.0&ori=0&ps=1BThihd3VLAY5R&Expires=1719059578&ssig=wJyygtoV08&KID=unistore,video",,2024-06-20T09:18:29,微博视频号,902,378,359,"报志愿退档风险主要有两个,报志愿万一被退档了怎么办,专业报考指南",,2024-06-20 09:18:29
5047255761686471,OjPkY74J9,下午 六点 中国女排 迎战 日本队 姑娘 加油 2024 世界 女排 联赛 总决赛 决赛 中国女排 00 迎战 亚洲 对手 日本女排 女排 姑娘 加油,,https://wx2.sinaimg.cn/large/0033ImPzly1hqvieozew2j61jk2qsnpd02.jpg,,,2024-06-20T08:23:30,微博网页版,1887,929,390,"中国女排迎战日本队,一起为女排姑娘加油",,2024-06-20 08:23:30
5047247670870495,OjP7V3Esf,慕了 2024 高校 毕业 礼物 宠爱 含量 满格 钻石戒指 花草 标本 盲盒 签名 印章 汉白玉 礼盒 毕业 季 高校 毕业 礼物 花样 开盲 盒 惊艳 精美 礼物 背后 毕业生 真挚 祝福 网友 实名 羡慕 高校 毕业 礼物 2024 毕业 季,,"https://wx1.sinaimg.cn/large/0033ImPzly1hqvhge73yzj60p015ytjl02.jpg,https://wx2.sinaimg.cn/large/0033ImPzly1hqvhge6udoj60p015ygwj02.jpg,https://wx4.sinaimg.cn/large/0033ImPzly1hqvhgebaqpj60p015y17902.jpg,https://wx3.sinaimg.cn/large/0033ImPzly1hqvhge6nzwj60p015y7f102.jpg,https://wx3.sinaimg.cn/large/0033ImPzly1hqvhge7j3zj60p015y49r02.jpg,https://wx3.sinaimg.cn/large/0033ImPzly1hqvhgebq8sj60p015y7id02.jpg,https://wx3.sinaimg.cn/large/0033ImPzly1hqvhge8iynj60p015ytk702.jpg,https://wx3.sinaimg.cn/large/0033ImPzly1hqvhge8ef6j60p012fgwk02.jpg,https://wx3.sinaimg.cn/large/0033ImPzly1hqvhgebyh0j60p015yaq002.jpg",,,2024-06-20T07:51:21,微博网页版,1536,549,448,"2024高校毕业礼物宠爱含量满格,今年高校毕业礼物花样开盲盒,2024毕业季",,2024-06-20 07:51:21
5047240716452535,OjOWHr4B9,关注 桂林 防汛 情况 桂林 一级 防汛 响应 广西 紧急 调拨 万件 中央 救灾物资 月 日到 日 桂林市 连续性 强降水 38 气象观测 站 打破 建 站 24 小时 降雨量 历史记录 此轮 强降雨 范围广 降雨 强度 落区 高度 重叠 持续时间 长 累积 雨量 江河 洪水 致灾 桂林市 防汛 抗旱 指挥部 月 日 22 时 分将 桂林市 防汛 响应 一级 兴安县 灵川县 七星区 叠彩区 象山区 秀峰区 雁山区 临桂 区 阳朔县 平乐县 区域 紧急 防汛 期 日 防灾 减灾 救灾 委员会 办公室 管理部 会同 粮食 物资 储备 局向 广西 紧急 调拨 救灾 帐篷 折叠床 毛巾被 家庭 包等 万件 中央 救灾物资 广西 日报 微博 视频 桂林市 防汛 二级 响应 一级 响应,,,"https://f.video.weibocdn.com/u0/WW2GL6XXgx08fMyym0mI01041200leXe0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BThihd3VLAY5R&Expires=1719059580&ssig=eUjnGmdc2Z&KID=unistore,video",,2024-06-20T07:23:43,微博视频号,1531,480,356,"桂林一级防汛应急响应,向广西紧急调拨3万件中央救灾物资",,2024-06-20 07:23:43
5047234931196024,OjONn518I,明日 夏至 夏日 清凉 风 壁纸 炎夏 记忆 清爽 治愈 瞬间 收好 这套 壁纸 愿 清凉 一夏 这套 夏日 壁纸 解暑 夏至 期待 美好 如约 早安,,"https://wx2.sinaimg.cn/large/0033ImPzly1hqvg0ryzu1j60j60su0zd02.jpg,https://wx4.sinaimg.cn/large/0033ImPzly1hqvg0s45xbj60j60suk0l02.jpg,https://wx4.sinaimg.cn/large/0033ImPzly1hqvg0s3v9sj60j60sugub02.jpg,https://wx1.sinaimg.cn/large/0033ImPzly1hqvg0s39baj60j60suwnd02.jpg,https://wx3.sinaimg.cn/large/0033ImPzly1hqvg0s4fy4j60j60sugub02.jpg,https://wx1.sinaimg.cn/large/0033ImPzly1hqvg0s5dinj60j60su13a02.jpg,https://wx2.sinaimg.cn/large/0033ImPzly1hqvg0s14s6j60j60sun9702.jpg,https://wx4.sinaimg.cn/large/0033ImPzly1hqvg0ryi93j60j60su79302.jpg,https://wx3.sinaimg.cn/large/0033ImPzly1hqvg0s86bfj60j60sutqi02.jpg",,,2024-06-20T07:00:43,微博网页版,4613,2733,1919,"明日夏至,这套夏日壁纸看看就很解暑",,2024-06-20 07:00:43
5047113959081433,OjLEfC6uJ,你好 明天 70 年前 海军 潜艇 部队 成立 白手起家 核常 兼备 近海 防御 远海 防卫 隐蔽 潜行 直面 强敌 安全感 水下 钢铁长城 誓言 问 问 告诉 70 一代 一代 官兵 坚守 潜艇 奋楫 逐梦 艇 深蓝 致敬 人民日报 微博 视频,,,"https://f.video.weibocdn.com/o0/6xZh0fsmlx08fLBAMUF20104120hxqn80E070.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BThihd3VLAY5R&Expires=1719059596&ssig=bdLOtrFUWl&KID=unistore,video",,2024-06-19T23:00:01,微博视频号,3685,1296,727,你好，明天,,2024-06-19 23:00:01
5047108266888732,OjLv4sU4A,人民日报 夜读 有大 智慧 简单 夜读 有大 智慧 简单,,,,,2024-06-19T22:37:24,微博 weibo.com,3568,2204,1341,人民日报夜读,,2024-06-19 22:37:24
